,GENE
16976,TMEM17
16977,TMEM170A
16978,TMEM170B
16979,TMEM171
16980,TMEM173
16981,TMEM175
16982,TMEM176A
16983,TMEM176B
16984,TMEM177
16985,TMEM178A
16986,TMEM178B
16987,TMEM179
16988,TMEM179B
16989,TMEM18
16990,TMEM181
16991,TMEM182
16992,TMEM183A
16993,TMEM184B
16994,TMEM184C
16995,TMEM185A
16996,TMEM185B
16997,TMEM186
16998,TMEM187
16999,TMEM189
17000,TMEM19
17001,TMEM190
17002,TMEM191B
17003,TMEM191C
17004,TMEM192
17005,TMEM196
17006,TMEM198
17007,TMEM199
17008,TMEM2
17009,TMEM200A
17010,TMEM200B
17011,TMEM200C
17012,TMEM201
17013,TMEM203
17014,TMEM204
17015,TMEM205
17016,TMEM206
17017,TMEM208
17018,TMEM209
17019,TMEM214
17020,TMEM215
17021,TMEM216
17022,TMEM217
17023,TMEM218
17024,TMEM219
17025,TMEM220
17026,TMEM220-AS1
17027,TMEM221
17028,TMEM222
17029,TMEM223
17030,TMEM229A
17031,TMEM229B
17032,TMEM230
17033,TMEM231
17034,TMEM232
17035,TMEM233
17036,TMEM234
17037,TMEM237
17038,TMEM238
17039,TMEM240
17040,TMEM241
17041,TMEM242
17042,TMEM243
17043,TMEM244
17044,TMEM245
17045,TMEM246
17046,TMEM248
17047,TMEM25
17048,TMEM251
17049,TMEM253
17050,TMEM254
17051,TMEM254-AS1
17052,TMEM255A
17053,TMEM255B
17054,TMEM256
17055,TMEM256-PLSCR3
17056,TMEM257
17057,TMEM258
17058,TMEM259
17059,TMEM26
17060,TMEM260
17061,TMEM261
17062,TMEM262
17063,TMEM263
17064,TMEM27
17065,TMEM30A
17066,TMEM30B
17067,TMEM31
17068,TMEM33
17069,TMEM35
17070,TMEM37
17071,TMEM38A
17072,TMEM38B
17073,TMEM39A
17074,TMEM39B
17075,TMEM40
17076,TMEM41A
17077,TMEM41B
17078,TMEM42
17079,TMEM43
17080,TMEM44
17081,TMEM44-AS1
17082,TMEM45A
17083,TMEM47
17084,TMEM5
17085,TMEM50A
17086,TMEM50B
17087,TMEM51
17088,TMEM51-AS1
17089,TMEM52
17090,TMEM53
17091,TMEM54
17092,TMEM55A
17093,TMEM55B
17094,TMEM56
17095,TMEM56-RWDD3
17096,TMEM57
17097,TMEM59
17098,TMEM59L
17099,TMEM60
17100,TMEM61
17101,TMEM62
17102,TMEM63A
17103,TMEM63B
17104,TMEM63C
17105,TMEM64
17106,TMEM65
17107,TMEM67
17108,TMEM68
17109,TMEM69
17110,TMEM70
17111,TMEM71
17112,TMEM74
17113,TMEM79
17114,TMEM80
17115,TMEM81
17116,TMEM86A
17117,TMEM86B
17118,TMEM87A
17119,TMEM87B
17120,TMEM88
17121,TMEM8A
17122,TMEM8B
17123,TMEM9
17124,TMEM91
17125,TMEM92
17126,TMEM92-AS1
17127,TMEM94
17128,TMEM97
17129,TMEM98
17130,TMEM99
17131,TMEM9B
17132,TMEM9B-AS1
17133,TMF1
17134,TMIE
17135,TMIGD2
17136,TMIGD3
17137,TMLHE
17138,TMLHE-AS1
17139,TMOD1
17140,TMOD2
17141,TMOD3
17142,TMPO
17143,TMPO-AS1
17144,TMPRSS2
17145,TMPRSS3
17146,TMPRSS5
17147,TMSB10
17148,TMSB15A
17149,TMSB15B
17150,TMSB4X
17151,TMSB4Y
17152,TMTC1
17153,TMTC2
17154,TMTC3
17155,TMTC4
17156,TMUB1
17157,TMUB2
17158,TMX1
17159,TMX2
17160,TMX3
17161,TMX4
17162,TNC
17163,TNF
17164,TNFAIP1
17165,TNFAIP2
17166,TNFAIP3
17167,TNFAIP6
17168,TNFAIP8
17169,TNFAIP8L1
17170,TNFAIP8L3
17171,TNFRSF10A
17172,TNFRSF10B
17173,TNFRSF10C
17174,TNFRSF10D
17175,TNFRSF11B
17176,TNFRSF12A
17177,TNFRSF13C
17178,TNFRSF14
17179,TNFRSF18
17180,TNFRSF19
17181,TNFRSF1A
17182,TNFRSF1B
17183,TNFRSF21
17184,TNFRSF25
17185,TNFRSF4
17186,TNFRSF9
17187,TNFSF10
17188,TNFSF12
17189,TNFSF13B
17190,TNFSF15
17191,TNFSF18
17192,TNFSF4
17193,TNFSF9
17194,TNIK
17195,TNIP1
17196,TNIP2
17197,TNIP3
17198,TNK2
17199,TNKS
17200,TNKS1BP1
17201,TNKS2
17202,TNKS2-AS1
17203,TNMD
17204,TNN
17205,TNNC1
17206,TNNC2
17207,TNNI1
17208,TNNI2
17209,TNNI3
17210,TNNI3K
17211,TNNT1
17212,TNPO1
17213,TNPO2
17214,TNPO3
17215,TNR
17216,TNRC18
17217,TNRC6A
17218,TNRC6B
17219,TNRC6C
17220,TNS1
17221,TNS2
17222,TNS3
17223,TNXB
17224,TOB1
17225,TOB2
17226,TOE1
17227,TOLLIP
17228,TOLLIP-AS1
17229,TOM1
17230,TOM1L1
17231,TOM1L2
17232,TOMM20
17233,TOMM22
17234,TOMM34
17235,TOMM40
17236,TOMM40L
17237,TOMM5
17238,TOMM7
17239,TOMM70A
17240,TONSL
17241,TOP 1.00
17242,TOP1MT
17243,TOP2A
17244,TOP2B
17245,TOP3A
17246,TOP3B
17247,TOPBP1
17248,TOPORS
17249,TOPORS-AS1
17250,TOR1A
17251,TOR1AIP1
17252,TOR1AIP2
17253,TOR1B
17254,TOR2A
17255,TOR3A
17256,TOR4A
17257,TOX
17258,TOX2
17259,TOX3
17260,TOX4
17261,TP53
17262,TP53AIP1
17263,TP53BP1
17264,TP53BP2
17265,TP53I11
17266,TP53I13
17267,TP53I3
17268,TP53INP1
17269,TP53INP2
17270,TP53RK
17271,TP53TG1
17272,TP63
17273,TP73
17274,TP73-AS1
17275,TPBG
17276,TPCN1
17277,TPCN2
17278,TPD52
17279,TPD52L1
17280,TPD52L2
17281,TPGS1
17282,TPGS2
17283,TPH1
17284,TPI1
17285,TPK1
17286,TPM1
17287,TPM2
17288,TPM3
17289,TPM4
17290,TPMT
17291,TPP1
17292,TPP2
17293,TPPP
17294,TPPP3
17295,TPR
17296,TPRA1
17297,TPRG1
17298,TPRG1-AS1
17299,TPRG1L
17300,TPRKB
17301,TPRN
17302,TPRXL
17303,TPSB2
17304,TPST1
17305,TPST2
17306,TPT1
17307,TPT1-AS1
17308,TPTE
17309,TPTEP1
17310,TPX2
17311,TRA2A
17312,TRA2B
17313,TRABD
17314,TRABD2A
17315,TRABD2B
17316,TRAC
17317,TRADD
17318,TRAF1
17319,TRAF2
17320,TRAF3
17321,TRAF3IP1
17322,TRAF3IP2
17323,TRAF3IP2-AS1
17324,TRAF4
17325,TRAF5
17326,TRAF6
17327,TRAF7
17328,TRAFD1
17329,TRAIP
17330,TRAK1
17331,TRAK2
17332,TRAM1
17333,TRAM1L1
17334,TRAM2
17335,TRAM2-AS1
17336,TRANK1
17337,TRAP1
17338,TRAPPC1
17339,TRAPPC10
17340,TRAPPC11
17341,TRAPPC12
17342,TRAPPC12-AS1
17343,TRAPPC13
17344,TRAPPC2
17345,TRAPPC2L
17346,TRAPPC2P1
17347,TRAPPC3
17348,TRAPPC4
17349,TRAPPC5
17350,TRAPPC6A
17351,TRAPPC6B
17352,TRAPPC8
17353,TRAPPC9
17354,TRAV8-4
17355,TRBV12-4
17356,TRDC
17357,TRDMT1
17358,TRDN
17359,TREM1
17360,TRERF1
17361,TRG-AS1
17362,TRGV5
17363,TRH
17364,TRHDE
17365,TRIAP1
17366,TRIB1
17367,TRIB2
17368,TRIB3
17369,TRIL
17370,TRIM11
17371,TRIM13
17372,TRIM14
17373,TRIM16
17374,TRIM16L
17375,TRIM17
17376,TRIM2
17377,TRIM21
17378,TRIM22
17379,TRIM23
17380,TRIM24
17381,TRIM25
17382,TRIM26
17383,TRIM27
17384,TRIM28
17385,TRIM3
17386,TRIM31
17387,TRIM32
17388,TRIM33
17389,TRIM35
17390,TRIM36
17391,TRIM37
17392,TRIM38
17393,TRIM39
17394,TRIM4
17395,TRIM41
17396,TRIM43
17397,TRIM44
17398,TRIM45
17399,TRIM46
17400,TRIM47
17401,TRIM48
17402,TRIM5
17403,TRIM51
17404,TRIM52
17405,TRIM54
17406,TRIM55
17407,TRIM56
17408,TRIM58
17409,TRIM59
17410,TRIM6
17411,TRIM60
17412,TRIM61
17413,TRIM62
17414,TRIM63
17415,TRIM65
17416,TRIM66
17417,TRIM67
17418,TRIM68
17419,TRIM69
17420,TRIM7
17421,TRIM71
17422,TRIM72
17423,TRIM73
17424,TRIM8
17425,TRIM9
17426,TRIML2
17427,TRIO
17428,TRIOBP
17429,TRIP10
17430,TRIP11
17431,TRIP12
17432,TRIP13
17433,TRIP4
17434,TRIP6
17435,TRIQK
17436,TRIT1
17437,TRMO
17438,TRMT1
17439,TRMT10A
17440,TRMT10B
17441,TRMT10C
17442,TRMT11
17443,TRMT112
17444,TRMT12
17445,TRMT13
17446,TRMT1L
17447,TRMT2A
17448,TRMT2B
17449,TRMT44
17450,TRMT5
17451,TRMT6
17452,TRMT61A
17453,TRMT61B
17454,TRMU
17455,TRNAU1AP
17456,TRNP1
17457,TRNT1
17458,TRO
17459,TROAP
17460,TROVE2
17461,TRPA1
17462,TRPC1
17463,TRPC3
17464,TRPC4
17465,TRPC4AP
17466,TRPM1
17467,TRPM3
17468,TRPM4
17469,TRPM7
17470,TRPM8
17471,TRPS1
17472,TRPT1
17473,TRPV1
17474,TRPV2
17475,TRPV3
17476,TRPV4
17477,TRRAP
17478,TRUB1
17479,TRUB2
17480,TSACC
17481,TSC1
17482,TSC2
17483,TSC22D1
17484,TSC22D1-AS1
17485,TSC22D2
17486,TSC22D3
17487,TSC22D4
17488,TSEN15
17489,TSEN2
17490,TSEN34
17491,TSEN54
17492,TSFM
17493,TSG101
17494,TSGA10
17495,TSGA10IP
17496,TSHR
17497,TSHZ1
17498,TSHZ2
17499,TSHZ3
17500,TSIX
17501,TSKS
17502,TSKU
17503,TSLP
17504,TSN
17505,TSNARE1
17506,TSNAX
17507,TSNAXIP1
17508,TSPAN1
17509,TSPAN10
17510,TSPAN11
17511,TSPAN12
17512,TSPAN13
17513,TSPAN14
17514,TSPAN15
17515,TSPAN16
17516,TSPAN17
17517,TSPAN18
17518,TSPAN19
17519,TSPAN2
17520,TSPAN3
17521,TSPAN31
17522,TSPAN33
17523,TSPAN4
17524,TSPAN5
17525,TSPAN6
17526,TSPAN7
17527,TSPAN8
17528,TSPAN9
17529,TSPO
17530,TSPY2
17531,TSPYL1
17532,TSPYL2
17533,TSPYL4
17534,TSPYL5
17535,TSR1
17536,TSR2
17537,TSR3
17538,TSSC1
17539,TSSC4
17540,TST
17541,TSTA3
17542,TSTD1
17543,TSTD2
17544,TSTD3
17545,TTBK1
17546,TTBK2
17547,TTC1
17548,TTC12
17549,TTC13
17550,TTC14
17551,TTC17
17552,TTC19
17553,TTC21A
17554,TTC21B
17555,TTC23
17556,TTC23L
17557,TTC25
17558,TTC26
17559,TTC27
17560,TTC28
17561,TTC3
17562,TTC30A
17563,TTC30B
17564,TTC31
17565,TTC32
17566,TTC33
17567,TTC34
17568,TTC36
17569,TTC37
17570,TTC38
17571,TTC39A
17572,TTC39A-AS1
17573,TTC39B
17574,TTC39C
17575,TTC39C-AS1
17576,TTC4
17577,TTC5
17578,TTC6
17579,TTC7A
17580,TTC7B
17581,TTC8
17582,TTC9
17583,TTC9B
17584,TTC9C
17585,TTF1
17586,TTF2
17587,TTI1
17588,TTI2
17589,TTK
17590,TTL
17591,TTLL1
17592,TTLL11
17593,TTLL12
17594,TTLL3
17595,TTLL4
17596,TTLL5
17597,TTLL7
17598,TTLL9
17599,TTN
17600,TTN-AS1
17601,TTPA
17602,TTPAL
17603,TTR
17604,TTTY14
17605,TTTY15
17606,TTYH1
17607,TTYH2
17608,TTYH3
17609,TUB
17610,TUBA1A
17611,TUBA1B
17612,TUBA1C
17613,TUBA4A
17614,TUBB
17615,TUBB2A
17616,TUBB2B
17617,TUBB3
17618,TUBB4A
17619,TUBB4B
17620,TUBB6
17621,TUBD1
17622,TUBE1
17623,TUBG1
17624,TUBG2
17625,TUBGCP2
17626,TUBGCP3
17627,TUBGCP4
17628,TUBGCP5
17629,TUBGCP6
17630,TUFM
17631,TUFT1
17632,TUG1
17633,TULP3
17634,TULP4
17635,TUNAR
17636,TUSC1
17637,TUSC2
17638,TUSC3
17639,TUT1
17640,TVP23A
17641,TVP23B
17642,TVP23C
17643,TWF1
17644,TWF2
17645,TWIST1
17646,TWIST2
17647,TWISTNB
17648,TWSG1
17649,TXK
17650,TXLNA
17651,TXLNB
17652,TXLNG
17653,TXN
17654,TXN2
17655,TXNDC11
17656,TXNDC12
17657,TXNDC15
17658,TXNDC16
17659,TXNDC17
17660,TXNDC2
17661,TXNDC5
17662,TXNDC9
17663,TXNIP
17664,TXNL1
17665,TXNL4A
17666,TXNL4B
17667,TXNRD1
17668,TXNRD2
17669,TXNRD3
17670,TYK2
17671,TYMP
17672,TYMS
17673,TYRO3
17674,TYRP1
17675,TYSND1
17676,TYW1
17677,TYW1B
17678,TYW3
17679,TYW5
17680,U2AF1
17681,U2AF1L4
17682,U2AF1L5
17683,U2AF2
17684,U2SURP
17685,U47924.31
17686,U73166.2
17687,U91328.19
17688,U95743.1
17689,UACA
17690,UAP1
17691,UAP1L1
17692,UBA1
17693,UBA2
17694,UBA3
17695,UBA5
17696,UBA52
17697,UBA6
17698,UBA6-AS1
17699,UBA7
17700,UBAC1
17701,UBAC2
17702,UBAC2-AS1
17703,UBALD1
17704,UBALD2
17705,UBAP1
17706,UBAP1L
17707,UBAP2
17708,UBAP2L
17709,UBASH3B
17710,UBB
17711,UBC
17712,UBD
17713,UBE2A
17714,UBE2B
17715,UBE2C
17716,UBE2D1
17717,UBE2D2
17718,UBE2D3
17719,UBE2D4
17720,UBE2E1
17721,UBE2E1-AS1
17722,UBE2E2
17723,UBE2E3
17724,UBE2F
17725,UBE2G1
17726,UBE2G2
17727,UBE2H
17728,UBE2I
17729,UBE2J1
17730,UBE2J2
17731,UBE2K
17732,UBE2L3
17733,UBE2L6
17734,UBE2M
17735,UBE2N
17736,UBE2O
17737,UBE2Q1
17738,UBE2Q2
17739,UBE2Q2L
17740,UBE2QL1
17741,UBE2R2
17742,UBE2S
17743,UBE2T
17744,UBE2V1
17745,UBE2V2
17746,UBE2W
17747,UBE2Z
17748,UBE3A
17749,UBE3B
17750,UBE3C
17751,UBE3D
17752,UBE4A
17753,UBE4B
17754,UBFD1
17755,UBIAD1
17756,UBL3
17757,UBL4A
17758,UBL4B
17759,UBL5
17760,UBL7
17761,UBL7-AS1
17762,UBLCP1
17763,UBN1
17764,UBN2
17765,UBOX5
17766,UBP1
17767,UBQLN1
17768,UBQLN2
17769,UBQLN4
17770,UBQLNL
17771,UBR1
17772,UBR2
17773,UBR3
17774,UBR4
17775,UBR5
17776,UBR5-AS1
17777,UBR7
17778,UBTD1
17779,UBTD2
17780,UBTF
17781,UBXN1
17782,UBXN10
17783,UBXN10-AS1
17784,UBXN11
17785,UBXN2A
17786,UBXN2B
17787,UBXN4
17788,UBXN6
17789,UBXN7
17790,UBXN8
17791,UCHL1
17792,UCHL3
17793,UCHL5
17794,UCK1
17795,UCK2
17796,UCKL1
17797,UCKL1-AS1
17798,UCN
17799,UCN2
17800,UCP2
17801,UCP3
17802,UEVLD
17803,UFC1
17804,UFD1L
17805,UFL1
17806,UFM1
17807,UFSP1
17808,UFSP2
17809,UG0898H09
17810,UGCG
17811,UGDH
17812,UGDH-AS1
17813,UGGT1
17814,UGGT2
17815,UGP2
17816,UGT2B7
17817,UGT8
17818,UHMK1
17819,UHRF1
17820,UHRF1BP1
17821,UHRF1BP1L
17822,UHRF2
17823,UIMC1
17824,ULBP1
17825,ULBP2
17826,ULK1
17827,ULK2
17828,ULK3
17829,ULK4
17830,UMAD1
17831,UMPS
17832,UNC119
17833,UNC119B
17834,UNC13A
17835,UNC13B
17836,UNC13D
17837,UNC45A
17838,UNC50
17839,UNC5A
17840,UNC5B
17841,UNC5B-AS1
17842,UNC5C
17843,UNC5CL
17844,UNC5D
17845,UNC79
17846,UNC80
17847,UNC93B1
17848,UNG
17849,UNK
17850,UNKL
17851,UPB1
17852,UPF1
17853,UPF2
17854,UPF3A
17855,UPF3B
17856,UPK2
17857,UPK3B
17858,UPK3BL
17859,UPP1
17860,UPRT
17861,UQCC1
17862,UQCC2
17863,UQCC3
17864,UQCR10
17865,UQCR11
17866,UQCRB
17867,UQCRC1
17868,UQCRC2
17869,UQCRFS1
17870,UQCRH
17871,UQCRHL
17872,UQCRQ
17873,URB1
17874,URB1-AS1
17875,URB2
17876,URGCP
17877,URI1
17878,URM1
17879,UROD
17880,UROS
17881,USB1
17882,USE1
17883,USF1
17884,USF2
17885,USF3
17886,USMG5
17887,USO1
17888,USP1
17889,USP10
17890,USP11
17891,USP12
17892,USP12-AS2
17893,USP13
17894,USP14
17895,USP15
17896,USP16
17897,USP18
17898,USP19
17899,USP2
17900,USP20
17901,USP21
17902,USP22
17903,USP24
17904,USP25
17905,USP27X
17906,USP27X-AS1
17907,USP28
17908,USP2-AS1
17909,USP3
17910,USP30
17911,USP30-AS1
17912,USP31
17913,USP32
17914,USP33
17915,USP34
17916,USP35
17917,USP36
17918,USP37
17919,USP38
17920,USP39
17921,USP3-AS1
17922,USP4
17923,USP40
17924,USP42
17925,USP43
17926,USP44
17927,USP45
17928,USP46
17929,USP46-AS1
17930,USP47
17931,USP48
17932,USP49
17933,USP5
17934,USP51
17935,USP53
17936,USP54
17937,USP6
17938,USP6NL
17939,USP7
17940,USP8
17941,USP9X
17942,USP9Y
17943,USPL1
17944,UST
17945,UTP11L
17946,UTP14A
17947,UTP14C
17948,UTP15
17949,UTP18
17950,UTP20
17951,UTP23
17952,UTP3
17953,UTP4
17954,UTP6
17955,UTRN
17956,UTS2B
17957,UTY
17958,UVRAG
17959,UVSSA
17960,UXS1
17961,UXT
17962,VAC14
17963,VAC14-AS1
17964,VAMP1
17965,VAMP2
17966,VAMP3
17967,VAMP4
17968,VAMP5
17969,VAMP7
17970,VAMP8
17971,VANGL1
17972,VANGL2
17973,VAPA
17974,VAPB
17975,VARS
17976,VARS2
17977,VASH1
17978,VASH2
17979,VASN
17980,VASP
17981,VAT1
17982,VAT1L
17983,VAV2
17984,VAV3
17985,VAX1
17986,VAX2
17987,VBP1
17988,VCAM1
17989,VCAN
17990,VCL
17991,VCP
17992,VCPIP1
17993,VCPKMT
17994,VDAC1
17995,VDAC2
17996,VDAC3
17997,VDR
17998,VEGFA
17999,VEGFB
18000,VEGFC
18001,VEPH1
18002,VEZF1
18003,VEZT
18004,VGF
18005,VGLL2
18006,VGLL3
18007,VGLL4
18008,VHL
18009,VILL
18010,VIM
18011,VIM-AS1
18012,VIMP
18013,VIP
18014,VIPAS39
18015,VIPR1
18016,VIPR2
18017,VIT
18018,VKORC1
18019,VKORC1L1
18020,VLDLR
18021,VLDLR-AS1
18022,VMA21
18023,VMAC
18024,VMO1
18025,VMP1
18026,VN1R1
18027,VNN 1.00
18028,VNN 2.00
18029,VOPP1
18030,VPRBP
18031,VPREB3
18032,VPS11
18033,VPS13A
18034,VPS13B
18035,VPS13C
18036,VPS13D
18037,VPS16
18038,VPS18
18039,VPS25
18040,VPS26A
18041,VPS26B
18042,VPS28
18043,VPS29
18044,VPS33A
18045,VPS33B
18046,VPS35
18047,VPS36
18048,VPS37A
18049,VPS37B
18050,VPS37C
18051,VPS37D
18052,VPS39
18053,VPS41
18054,VPS45
18055,VPS4A
18056,VPS4B
18057,VPS50
18058,VPS51
18059,VPS52
18060,VPS53
18061,VPS54
18062,VPS72
18063,VPS8
18064,VPS9D1
18065,VPS9D1-AS1
18066,VRK1
18067,VRK2
18068,VRK3
18069,VSIG10
18070,VSIG10L
18071,VSIG8
18072,VSNL1
18073,VSTM1
18074,VSTM2B
18075,VSTM2L
18076,VSTM4
18077,VSTM5
18078,VSX1
18079,VTA1
18080,VTI1A
18081,VTI1B
18082,VWA1
18083,VWA3B
18084,VWA5A
18085,VWA5B2
18086,VWA8
18087,VWA9
18088,VWC2
18089,VWCE
18090,VWDE
18091,WAC
18092,WAC-AS1
18093,WAPL
18094,WARS
18095,WARS2
18096,WAS
18097,WASF1
18098,WASF2
18099,WASF3
18100,WASH1
18101,WASIR2
18102,WASL
18103,WBP1
18104,WBP11
18105,WBP1L
18106,WBP2
18107,WBP2NL
18108,WBP4
18109,WBP5
18110,WBSCR16
18111,WBSCR17
18112,WBSCR22
18113,WBSCR27
18114,WBSCR28
18115,WDFY1
18116,WDFY2
18117,WDFY3
18118,WDHD1
18119,WDPCP
18120,WDR1
18121,WDR11
18122,WDR11-AS1
18123,WDR12
18124,WDR13
18125,WDR17
18126,WDR18
18127,WDR19
18128,WDR20
18129,WDR24
18130,WDR25
18131,WDR26
18132,WDR27
18133,WDR3
18134,WDR31
18135,WDR33
18136,WDR34
18137,WDR35
18138,WDR36
18139,WDR37
18140,WDR38
18141,WDR4
18142,WDR41
18143,WDR43
18144,WDR44
18145,WDR45
18146,WDR45B
18147,WDR46
18148,WDR47
18149,WDR48
18150,WDR49
18151,WDR5
18152,WDR53
18153,WDR54
18154,WDR55
18155,WDR59
18156,WDR5B
18157,WDR6
18158,WDR60
18159,WDR61
18160,WDR62
18161,WDR63
18162,WDR64
18163,WDR66
18164,WDR7
18165,WDR70
18166,WDR73
18167,WDR74
18168,WDR75
18169,WDR76
18170,WDR77
18171,WDR78
18172,WDR81
18173,WDR82
18174,WDR83
18175,WDR83OS
18176,WDR86
18177,WDR89
18178,WDR90
18179,WDR91
18180,WDR92
18181,WDR97
18182,WDSUB1
18183,WDTC1
18184,WDYHV1
18185,WEE1
18186,WEE2-AS1
18187,WFDC1
18188,WFDC10B
18189,WFDC2
18190,WFDC3
18191,WFIKKN1
18192,WFIKKN2
18193,WFS1
18194,WHAMM
18195,WHSC1
18196,WHSC1L1
18197,WI2-80269A6.1
18198,WIF1
18199,WIPF1
18200,WIPF2
18201,WIPF3
18202,WIPI1
18203,WIPI2
18204,WISP1
18205,WISP2
18206,WISP3
18207,WIZ
18208,WLS
18209,WNK1
18210,WNK2
18211,WNK3
18212,WNK4
18213,WNT10A
18214,WNT10B
18215,WNT16
18216,WNT2
18217,WNT2B
18218,WNT3
18219,WNT4
18220,WNT5A
18221,WNT5A-AS1
18222,WNT5B
18223,WNT6
18224,WNT7A
18225,WNT7B
18226,WNT9A
18227,WRAP53
18228,WRAP73
18229,WRB
18230,WRN
18231,WRNIP1
18232,WSB1
18233,WSB2
18234,WSCD1
18235,WSCD2
18236,WT1
18237,WT1-AS
18238,WTAP
18239,WTIP
18240,WWC1
18241,WWC2
18242,WWC2-AS2
18243,WWC3
18244,WWOX
18245,WWP1
18246,WWP2
18247,WWTR1
18248,WWTR1-AS1
18249,XAB2
18250,XAF1
18251,XBP1
18252,XDH
18253,XIAP
18254,XIRP2
18255,XIST
18256,XK
18257,XKR4
18258,XKR5
18259,XKR6
18260,XKR8
18261,XKR9
18262,XKRX
18263,XPA
18264,XPC
18265,XPNPEP1
18266,XPNPEP3
18267,XPO1
18268,XPO4
18269,XPO5
18270,XPO6
18271,XPO7
18272,XPOT
18273,XPR1
18274,XRCC1
18275,XRCC2
18276,XRCC3
18277,XRCC4
18278,XRCC5
18279,XRCC6
18280,XRCC6BP1
18281,XRN1
18282,XRN2
18283,XRRA1
18284,XXbac-B135H6.15
18285,XXbac-B135H6.18
18286,XXbac-B33L19.4
18287,XXbac-B444P24.14
18288,XXbac-B476C20.9
18289,XXbac-BPG157A10.21
18290,XXbac-BPG170G13.32
18291,XXbac-BPG181B23.7
18292,XXbac-BPG252P9.10
18293,XXbac-BPG252P9.9
18294,XXbac-BPG294E21.9
18295,XXbac-BPG299F13.17
18296,XXbac-BPG308K3.5
18297,XXbac-BPG55C20.7
18298,XXbac-BPGBPG55C20.1
18299,XXbac-BPGBPG55C20.2
18300,XX-C2158C12.2
18301,XX-FW80269A6.1
18302,XX-FW83563B9.5
18303,XXyac-YM21GA2.4
18304,XXyac-YR29IB3.1
18305,XXyac-YRM2039.3
18306,XXyac-YX65C7_A.2
18307,XXYLT1
18308,XYLB
18309,XYLT1
18310,XYLT2
18311,YAE1D1
18312,YAF2
18313,YAP1
18314,YARS
18315,YARS2
18316,YBEY
18317,YBX1
18318,YBX2
18319,YBX3
18320,YDJC
18321,YEATS2
18322,YEATS4
18323,YES1
18324,YIF1A
18325,YIF1B
18326,YIPF1
18327,YIPF2
18328,YIPF3
18329,YIPF4
18330,YIPF5
18331,YIPF6
18332,YIPF7
18333,YJEFN3
18334,YKT6
18335,YLPM1
18336,YME1L1
18337,YOD1
18338,YPEL1
18339,YPEL2
18340,YPEL3
18341,YPEL4
18342,YPEL5
18343,YRDC
18344,YTHDC1
18345,YTHDC2
18346,YTHDF1
18347,YTHDF2
18348,YTHDF3
18349,YTHDF3-AS1
18350,YWHAB
18351,YWHAE
18352,YWHAG
18353,YWHAH
18354,YWHAQ
18355,YWHAZ
18356,YY1
18357,YY1AP1
18358,YY2
18359,Z69666.2
18360,Z69720.2
18361,Z83851.4
18362,ZACN
18363,ZADH2
18364,ZAR 1.00
18365,ZBBX
18366,ZBED1
18367,ZBED2
18368,ZBED3
18369,ZBED3-AS1
18370,ZBED4
18371,ZBED5
18372,ZBED5-AS1
18373,ZBED6
18374,ZBED6CL
18375,ZBED8
18376,ZBED9
18377,ZBP1
18378,ZBTB1
18379,ZBTB10
18380,ZBTB11
18381,ZBTB11-AS1
18382,ZBTB14
18383,ZBTB16
18384,ZBTB17
18385,ZBTB18
18386,ZBTB2
18387,ZBTB20
18388,ZBTB20-AS2
18389,ZBTB20-AS4
18390,ZBTB21
18391,ZBTB22
18392,ZBTB24
18393,ZBTB25
18394,ZBTB26
18395,ZBTB3
18396,ZBTB33
18397,ZBTB34
18398,ZBTB37
18399,ZBTB38
18400,ZBTB39
18401,ZBTB4
18402,ZBTB40
18403,ZBTB41
18404,ZBTB42
18405,ZBTB43
18406,ZBTB44
18407,ZBTB45
18408,ZBTB46
18409,ZBTB47
18410,ZBTB48
18411,ZBTB49
18412,ZBTB5
18413,ZBTB6
18414,ZBTB7A
18415,ZBTB7B
18416,ZBTB7C
18417,ZBTB8A
18418,ZBTB8B
18419,ZBTB8OS
18420,ZC2HC1A
18421,ZC2HC1C
18422,ZC3H10
18423,ZC3H11A
18424,ZC3H12A
18425,ZC3H12B
18426,ZC3H12C
18427,ZC3H13
18428,ZC3H14
18429,ZC3H15
18430,ZC3H18
18431,ZC3H3
18432,ZC3H4
18433,ZC3H6
18434,ZC3H7A
18435,ZC3H7B
18436,ZC3H8
18437,ZC3HAV1
18438,ZC3HAV1L
18439,ZC3HC1
18440,ZC4H2
18441,ZCCHC10
18442,ZCCHC11
18443,ZCCHC12
18444,ZCCHC14
18445,ZCCHC17
18446,ZCCHC18
18447,ZCCHC2
18448,ZCCHC24
18449,ZCCHC3
18450,ZCCHC4
18451,ZCCHC5
18452,ZCCHC6
18453,ZCCHC7
18454,ZCCHC8
18455,ZCCHC9
18456,ZCRB1
18457,ZCWPW1
18458,ZCWPW2
18459,ZDBF2
18460,ZDHHC1
18461,ZDHHC11
18462,ZDHHC11B
18463,ZDHHC12
18464,ZDHHC13
18465,ZDHHC14
18466,ZDHHC15
18467,ZDHHC16
18468,ZDHHC17
18469,ZDHHC18
18470,ZDHHC19
18471,ZDHHC2
18472,ZDHHC20
18473,ZDHHC21
18474,ZDHHC22
18475,ZDHHC23
18476,ZDHHC24
18477,ZDHHC3
18478,ZDHHC4
18479,ZDHHC5
18480,ZDHHC6
18481,ZDHHC7
18482,ZDHHC8
18483,ZDHHC9
18484,ZEB1
18485,ZEB1-AS1
18486,ZEB2
