,GENE
1568,ATXN1L
1569,ATXN2
1570,ATXN2L
1571,ATXN3
1572,ATXN7
1573,ATXN7L1
1574,ATXN7L2
1575,ATXN7L3
1576,ATXN7L3B
1577,AUH
1578,AUNIP
1579,AUP1
1580,AURKA
1581,AURKAIP1
1582,AURKB
1583,AURKC
1584,AUTS2
1585,AVEN
1586,AVIL
1587,AVL9
1588,AVPI1
1589,AVPR1A
1590,AXIN1
1591,AXIN2
1592,AXL
1593,AZGP1
1594,AZI2
1595,AZIN1
1596,AZIN1-AS1
1597,AZIN2
1598,B2M
1599,B3GALNT1
1600,B3GALNT2
1601,B3GALT1
1602,B3GALT2
1603,B3GALT4
1604,B3GALT5
1605,B3GALT5-AS1
1606,B3GALT6
1607,B3GAT1
1608,B3GAT2
1609,B3GAT3
1610,B3GLCT
1611,B3GNT2
1612,B3GNT4
1613,B3GNT5
1614,B3GNT7
1615,B3GNT8
1616,B3GNT9
1617,B3GNTL1
1618,B4GALNT1
1619,B4GALNT3
1620,B4GALNT4
1621,B4GALT1
1622,B4GALT1-AS1
1623,B4GALT2
1624,B4GALT3
1625,B4GALT4
1626,B4GALT5
1627,B4GALT6
1628,B4GALT7
1629,B4GAT1
1630,B9D1
1631,B9D2
1632,BAALC
1633,BAALC-AS1
1634,BAALC-AS2
1635,BAAT
1636,BABAM1
1637,BACE1
1638,BACE1-AS
1639,BACE2
1640,BACH1
1641,BACH1-IT2
1642,BACH2
1643,BAD
1644,BAG1
1645,BAG2
1646,BAG3
1647,BAG4
1648,BAG5
1649,BAG6
1650,BAHCC1
1651,BAHD1
1652,BAIAP2
1653,BAIAP2-AS1
1654,BAIAP2L1
1655,BAIAP2L2
1656,BAIAP3
1657,BAK1
1658,BAMBI
1659,BANCR
1660,BANF1
1661,BANK1
1662,BANP
1663,BAP1
1664,BARD1
1665,BARX1
1666,BARX2
1667,BASP1
1668,BATF2
1669,BATF3
1670,BAX
1671,BAZ1A
1672,BAZ1B
1673,BAZ2A
1674,BAZ2B
1675,BBC3
1676,BBIP1
1677,BBOF1
1678,BBOX1
1679,BBOX1-AS1
1680,BBS1
1681,BBS10
1682,BBS12
1683,BBS2
1684,BBS4
1685,BBS5
1686,BBS7
1687,BBS9
1688,BBX
1689,BCAM
1690,BCAN
1691,BCAP29
1692,BCAP31
1693,BCAR1
1694,BCAR3
1695,BCAS1
1696,BCAS2
1697,BCAS3
1698,BCAS4
1699,BCAT1
1700,BCAT2
1701,BCCIP
1702,BCDIN3D
1703,BCDIN3D-AS1
1704,BCHE
1705,BCKDHA
1706,BCKDHB
1707,BCKDK
1708,BCL10
1709,BCL11A
1710,BCL11B
1711,BCL2
1712,BCL2A1
1713,BCL2L1
1714,BCL2L11
1715,BCL2L12
1716,BCL2L13
1717,BCL2L14
1718,BCL2L15
1719,BCL2L2
1720,BCL3
1721,BCL6
1722,BCL7A
1723,BCL7B
1724,BCL7C
1725,BCL9
1726,BCL9L
1727,BCLAF1
1728,BCO1
1729,BCO2
1730,BCOR
1731,BCORL1
1732,BCR
1733,BCS1L
1734,BCYRN1
1735,BDH1
1736,BDH2
1737,BDKRB1
1738,BDKRB2
1739,BDNF
1740,BDNF-AS
1741,BDP1
1742,BEAN1
1743,BECN1
1744,BEGAIN
1745,BEND3
1746,BEND5
1747,BEND6
1748,BEND7
1749,BEST1
1750,BEST2
1751,BEST3
1752,BEST4
1753,BET1
1754,BET1L
1755,BEX1
1756,BEX2
1757,BEX4
1758,BEX5
1759,BFAR
1760,BFSP1
1761,BGLAP
1762,BGN
1763,BHLHB9
1764,BHLHE22
1765,BHLHE40
1766,BHLHE40-AS1
1767,BHLHE41
1768,BHMT2
1769,BICC1
1770,BICD1
1771,BICD2
1772,BID
1773,BIK
1774,BIN1
1775,BIN3
1776,BIRC2
1777,BIRC3
1778,BIRC5
1779,BIRC6
1780,BIRC7
1781,BISPR
1782,BIVM
1783,BLACAT1
1784,BLCAP
1785,BLID
1786,BLK
1787,BLM
1788,BLMH
1789,BLOC1S1
1790,BLOC1S2
1791,BLOC1S3
1792,BLOC1S4
1793,BLOC1S5
1794,BLOC1S6
1795,BLVRA
1796,BLVRB
1797,BLZF1
1798,BMF
1799,BMI1
1800,BMP1
1801,BMP2
1802,BMP2K
1803,BMP4
1804,BMP5
1805,BMP7
1806,BMP8A
1807,BMP8B
1808,BMPER
1809,BMPR1A
1810,BMPR1B
1811,BMPR2
1812,BMS1
1813,BMS1P14
1814,BMX
1815,BNC1
1816,BNC2
1817,BNIP1
1818,BNIP2
1819,BNIP3
1820,BNIP3L
1821,BNIPL
1822,BOC
1823,BOD1
1824,BOD1L1
1825,BOK
1826,BOK-AS1
1827,BOLA1
1828,BOLA2
1829,BOLA2B
1830,BOLA3
1831,BOLA3-AS1
1832,BOP 1.00
1833,BORA
1834,BORCS5
1835,BORCS6
1836,BORCS7
1837,BORCS8
1838,bP-21264C1.2
1839,BPGM
1840,BPHL
1841,BPI
1842,BPIFB2
1843,BPNT1
1844,BPTF
1845,BRAF
1846,BRAP
1847,BRAT1
1848,BRCA1
1849,BRCA2
1850,BRCC3
1851,BRD1
1852,BRD2
1853,BRD3
1854,BRD4
1855,BRD7
1856,BRD8
1857,BRD9
1858,BRE
1859,BRF1
1860,BRF2
1861,BRI3
1862,BRI3BP
1863,BRICD5
1864,BRINP1
1865,BRINP2
1866,BRINP3
1867,BRIP1
1868,BRIX1
1869,BRK1
1870,BRMS1
1871,BRMS1L
1872,BROX
1873,BRPF1
1874,BRPF3
1875,BRSK1
1876,BRSK2
1877,BRWD1
1878,BRWD1-AS2
1879,BRWD3
1880,BSCL2
1881,BSDC1
1882,BSG
1883,BSN
1884,BSN-AS2
1885,BST1
1886,BST2
1887,BTAF1
1888,BTBD1
1889,BTBD10
1890,BTBD11
1891,BTBD16
1892,BTBD17
1893,BTBD19
1894,BTBD2
1895,BTBD3
1896,BTBD6
1897,BTBD7
1898,BTBD8
1899,BTBD9
1900,BTC
1901,BTD
1902,BTF3
1903,BTF3L4
1904,BTG1
1905,BTG2
1906,BTG3
1907,BTK
1908,BTN2A1
1909,BTN2A2
1910,BTN3A1
1911,BTN3A2
1912,BTN3A3
1913,BTNL8
1914,BTRC
1915,BUB1
1916,BUB1B
1917,BUB3
1918,BUD13
1919,BUD31
1920,BVES
1921,BVES-AS1
1922,BX255923.3
1923,BYSL
1924,BZRAP1-AS1
1925,BZW1
1926,BZW2
1927,C10orf10
1928,C10orf107
1929,C10orf11
1930,C10orf111
1931,C10orf12
1932,C10orf126
1933,C10orf128
1934,C10orf2
1935,C10orf25
1936,C10orf35
1937,C10orf54
1938,C10orf55
1939,C10orf62
1940,C10orf67
1941,C10orf76
1942,C10orf88
1943,C10orf90
1944,C10orf95
1945,C11orf1
1946,C11orf24
1947,C11orf31
1948,C11orf45
1949,C11orf49
1950,C11orf54
1951,C11orf57
1952,C11orf58
1953,C11orf63
1954,C11orf65
1955,C11orf68
1956,C11orf70
1957,C11orf71
1958,C11orf73
1959,C11orf74
1960,C11orf80
1961,C11orf84
1962,C11orf87
1963,C11orf88
1964,C11orf91
1965,C11orf95
1966,C11orf96
1967,C11orf98
1968,C12orf10
1969,C12orf29
1970,C12orf4
1971,C12orf42
1972,C12orf43
1973,C12orf45
1974,C12orf49
1975,C12orf54
1976,C12orf57
1977,C12orf60
1978,C12orf65
1979,C12orf66
1980,C12orf73
1981,C12orf75
1982,C12orf76
1983,C14orf1
1984,C14orf119
1985,C14orf132
1986,C14orf142
1987,C14orf159
1988,C14orf166
1989,C14orf169
1990,C14orf178
1991,C14orf2
1992,C14orf28
1993,C14orf37
1994,C14orf39
1995,C14orf79
1996,C14orf80
1997,C14orf93
1998,C15orf39
1999,C15orf40
2000,C15orf41
2001,C15orf48
2002,C15orf52
2003,C15orf57
2004,C15orf59
2005,C15orf59-AS1
2006,C15orf61
2007,C15orf62
2008,C15orf65
2009,C16orf13
2010,C16orf45
2011,C16orf46
2012,C16orf52
2013,C16orf54
2014,C16orf58
2015,C16orf59
2016,C16orf62
2017,C16orf70
2018,C16orf71
2019,C16orf72
2020,C16orf74
2021,C16orf86
2022,C16orf87
2023,C16orf89
2024,C16orf91
2025,C16orf95
2026,C17orf100
2027,C17orf49
2028,C17orf50
2029,C17orf51
2030,C17orf53
2031,C17orf58
2032,C17orf62
2033,C17orf67
2034,C17orf75
2035,C17orf80
2036,C17orf82
2037,C17orf89
2038,C17orf96
2039,C17orf97
2040,C17orf99
2041,C18orf21
2042,C18orf25
2043,C18orf32
2044,C18orf54
2045,C18orf65
2046,C18orf8
2047,C19orf12
2048,C19orf18
2049,C19orf24
2050,C19orf25
2051,C19orf38
2052,C19orf43
2053,C19orf44
2054,C19orf45
2055,C19orf47
2056,C19orf48
2057,C19orf52
2058,C19orf53
2059,C19orf54
2060,C19orf57
2061,C19orf60
2062,C19orf66
2063,C19orf68
2064,C19orf70
2065,C19orf73
2066,C19orf81
2067,C19orf84
2068,C1D
2069,C1GALT1
2070,C1GALT1C1
2071,C1GALT1C1L
2072,C1orf101
2073,C1orf106
2074,C1orf109
2075,C1orf112
2076,C1orf115
2077,C1orf122
2078,C1orf123
2079,C1orf131
2080,C1orf132
2081,C1orf140
2082,C1orf143
2083,C1orf145
2084,C1orf159
2085,C1orf162
2086,C1orf167
2087,C1orf174
2088,C1orf194
2089,C1orf198
2090,C1orf204
2091,C1orf21
2092,C1orf216
2093,C1orf220
2094,C1orf226
2095,C1orf228
2096,C1orf229
2097,C1orf233
2098,C1orf27
2099,C1orf35
2100,C1orf43
2101,C1orf50
2102,C1orf52
2103,C1orf53
2104,C1orf54
2105,C1orf56
2106,C1orf61
2107,C1orf74
2108,C1orf94
2109,C1orf95
2110,C1QBP
2111,C1QL1
2112,C1QL2
2113,C1QL4
2114,C1QTNF1
2115,C1QTNF1-AS1
2116,C1QTNF2
2117,C1QTNF3
2118,C1QTNF4
2119,C1QTNF6
2120,C1QTNF7
2121,C1QTNF9B-AS1
2122,C1R
2123,C1RL
2124,C1RL-AS1
2125,C1S
2126,C2
2127,C20orf141
2128,C20orf144
2129,C20orf166-AS1
2130,C20orf194
2131,C20orf195
2132,C20orf196
2133,C20orf24
2134,C20orf27
2135,C20orf96
2136,C21orf2
2137,C21orf33
2138,C21orf58
2139,C21orf59
2140,C21orf62
2141,C21orf62-AS1
2142,C21orf91
2143,C22orf15
2144,C22orf23
2145,C22orf29
2146,C22orf31
2147,C22orf39
2148,C22orf46
2149,C2CD2
2150,C2CD2L
2151,C2CD3
2152,C2CD4A
2153,C2CD4B
2154,C2CD4C
2155,C2CD4D
2156,C2CD5
2157,C2orf15
2158,C2orf27B
2159,C2orf40
2160,C2orf42
2161,C2orf44
2162,C2orf47
2163,C2orf48
2164,C2orf49
2165,C2orf50
2166,C2orf68
2167,C2orf69
2168,C2orf70
2169,C2orf71
2170,C2orf72
2171,C2orf73
2172,C2orf74
2173,C2orf76
2174,C2orf80
2175,C2orf81
2176,C2orf82
2177,C2orf88
2178,C3
2179,C3AR1
2180,C3orf14
2181,C3orf17
2182,C3orf18
2183,C3orf33
2184,C3orf35
2185,C3orf38
2186,C3orf52
2187,C3orf58
2188,C3orf62
2189,C3orf67
2190,C3orf70
2191,C3orf80
2192,C4orf19
2193,C4orf22
2194,C4orf26
2195,C4orf27
2196,C4orf3
2197,C4orf32
2198,C4orf33
2199,C4orf36
2200,C4orf46
2201,C4orf47
2202,C4orf48
2203,C5
2204,C5AR1
2205,C5orf15
2206,C5orf17
2207,C5orf22
2208,C5orf24
2209,C5orf28
2210,C5orf30
2211,C5orf34
2212,C5orf38
2213,C5orf42
2214,C5orf45
2215,C5orf46
2216,C5orf49
2217,C5orf51
2218,C5orf56
2219,C5orf63
2220,C5orf66
2221,C5orf66-AS1
2222,C5orf67
2223,C6orf1
2224,C6orf106
2225,C6orf118
2226,C6orf120
2227,C6orf132
2228,C6orf136
2229,C6orf141
2230,C6orf15
2231,C6orf163
2232,C6orf203
2233,C6orf223
2234,C6orf226
2235,C6orf3
2236,C6orf47
2237,C6orf48
2238,C6orf52
2239,C6orf58
2240,C6orf62
2241,C6orf89
2242,C6orf99
2243,C7
2244,C7orf25
2245,C7orf26
2246,C7orf31
2247,C7orf43
2248,C7orf49
2249,C7orf50
2250,C7orf55
2251,C7orf57
2252,C7orf60
2253,C7orf61
2254,C7orf69
2255,C7orf73
2256,C8G
2257,C8orf33
2258,C8orf34
2259,C8orf37
2260,C8orf4
2261,C8orf44
2262,C8orf44-SGK3
2263,C8orf46
2264,C8orf48
2265,C8orf58
2266,C8orf59
2267,C8orf76
2268,C8orf82
2269,C8orf88
2270,C9orf106
2271,C9orf114
2272,C9orf116
2273,C9orf135
2274,C9orf135-AS1
2275,C9orf142
2276,C9orf147
2277,C9orf152
2278,C9orf153
2279,C9orf16
2280,C9orf163
2281,C9orf170
2282,C9orf172
2283,C9orf173-AS1
2284,C9orf24
2285,C9orf3
2286,C9orf40
2287,C9orf43
2288,C9orf47
2289,C9orf50
2290,C9orf64
2291,C9orf69
2292,C9orf72
2293,C9orf78
2294,C9orf84
2295,C9orf85
2296,C9orf9
2297,C9orf91
2298,CA10
2299,CA11
2300,CA12
2301,CA13
2302,CA14
2303,CA2
2304,CA3
2305,CA3-AS1
2306,CA4
2307,CA5A
2308,CA5B
2309,CA6
2310,CA7
2311,CA8
2312,CA9
2313,CAAP1
2314,CAB39
2315,CAB39L
2316,CABIN1
2317,CABLES1
2318,CABLES2
2319,CABP1
2320,CABP4
2321,CABP7
2322,CABYR
2323,CACFD1
2324,CACHD1
2325,CACNA1A
2326,CACNA1C
2327,CACNA1D
2328,CACNA1E
2329,CACNA1G
2330,CACNA1H
2331,CACNA2D1
2332,CACNA2D2
2333,CACNA2D3
2334,CACNA2D4
2335,CACNB1
2336,CACNB2
2337,CACNB3
2338,CACNB4
2339,CACNG1
2340,CACNG4
2341,CACNG5
2342,CACNG6
2343,CACNG7
2344,CACNG8
2345,CACTIN
2346,CACUL1
2347,CACYBP
2348,CAD
2349,CADM1
2350,CADM2
2351,CADM3
2352,CADM4
2353,CADPS
2354,CADPS2
2355,CAHM
2356,CALB1
2357,CALCA
2358,CALCB
2359,CALCOCO1
2360,CALCOCO2
2361,CALCR
2362,CALCRL
2363,CALD1
2364,CALHM2
2365,CALM1
2366,CALM2
2367,CALM3
2368,CALML4
2369,CALN1
2370,CALR
2371,CALU
2372,CALY
2373,CAMK1
2374,CAMK1D
2375,CAMK1G
2376,CAMK2A
2377,CAMK2B
2378,CAMK2D
2379,CAMK2G
2380,CAMK2N1
2381,CAMK2N2
2382,CAMK4
2383,CAMKK1
2384,CAMKK2
2385,CAMKMT
2386,CAMKV
2387,CAMLG
2388,CAMSAP1
2389,CAMSAP2
2390,CAMSAP3
2391,CAMTA1
2392,CAMTA2
2393,CAND1
2394,CAND2
2395,CANT1
2396,CANX
2397,CAP1
2398,CAP2
2399,CAPG
2400,CAPN1
2401,CAPN10
2402,CAPN10-AS1
2403,CAPN12
2404,CAPN15
2405,CAPN2
2406,CAPN3
2407,CAPN5
2408,CAPN7
2409,CAPNS1
2410,CAPRIN1
2411,CAPRIN2
2412,CAPS
2413,CAPS2
2414,CAPSL
2415,CAPZA1
2416,CAPZA2
2417,CAPZB
2418,CARD10
2419,CARD14
2420,CARD16
2421,CARD19
2422,CARD6
2423,CARD8
2424,CARD8-AS1
2425,CARD9
2426,CARF
2427,CARHSP1
2428,CARKD
2429,CARM1
2430,CARMN
2431,CARNMT1
2432,CARNS1
2433,CARS
2434,CARS2
2435,CASC1
2436,CASC10
2437,CASC11
2438,CASC15
2439,CASC18
2440,CASC2
2441,CASC21
2442,CASC3
2443,CASC4
2444,CASC5
2445,CASC6
2446,CASC8
2447,CASC9
2448,CASD1
2449,CASK
2450,CASKIN1
2451,CASKIN2
2452,CASP1
2453,CASP10
2454,CASP2
2455,CASP3
2456,CASP4
2457,CASP6
2458,CASP7
2459,CASP8
2460,CASP8AP2
2461,CASP9
2462,CASQ1
2463,CASS4
2464,CAST
2465,CASZ1
2466,CAT
2467,CATSPER1
2468,CATSPER2
2469,CATSPER3
2470,CATSPERD
2471,CATSPERG
2472,CAV1
2473,CAV2
2474,CBARP
2475,CBFA2T2
2476,CBFA2T3
2477,CBFB
2478,CBL
2479,CBLB
2480,CBLC
2481,CBLL1
2482,CBLN1
2483,CBLN2
2484,CBLN3
2485,CBLN4
2486,CBR1
2487,CBR3
2488,CBR4
2489,CBS
2490,CBWD1
2491,CBWD2
2492,CBWD3
2493,CBWD5
2494,CBWD7
2495,CBX1
2496,CBX2
2497,CBX3
2498,CBX4
2499,CBX5
2500,CBX6
2501,CBX7
2502,CBX8
2503,CBY1
2504,CC2D1A
2505,CC2D1B
2506,CC2D2A
2507,CCAR1
2508,CCAR2
2509,CCBE1
2510,CCBL1
2511,CCBL2
2512,CCDC102A
2513,CCDC102B
2514,CCDC106
2515,CCDC107
2516,CCDC109B
2517,CCDC110
2518,CCDC112
2519,CCDC113
2520,CCDC115
2521,CCDC116
2522,CCDC117
2523,CCDC12
2524,CCDC120
2525,CCDC121
2526,CCDC122
2527,CCDC124
2528,CCDC125
2529,CCDC126
2530,CCDC127
2531,CCDC129
2532,CCDC13
2533,CCDC130
2534,CCDC134
2535,CCDC136
2536,CCDC137
2537,CCDC138
2538,CCDC14
2539,CCDC140
2540,CCDC141
2541,CCDC142
2542,CCDC144A
2543,CCDC144NL
2544,CCDC144NL-AS1
2545,CCDC146
2546,CCDC148
2547,CCDC149
2548,CCDC15
2549,CCDC150
2550,CCDC151
2551,CCDC152
2552,CCDC153
2553,CCDC154
2554,CCDC157
2555,CCDC158
2556,CCDC159
2557,CCDC160
2558,CCDC163P
2559,CCDC167
2560,CCDC168
2561,CCDC169
2562,CCDC170
2563,CCDC171
2564,CCDC173
2565,CCDC174
2566,CCDC175
2567,CCDC177
2568,CCDC178
2569,CCDC18
2570,CCDC180
2571,CCDC181
2572,CCDC183
2573,CCDC184
2574,CCDC186
2575,CCDC188
2576,CCDC189
2577,CCDC190
2578,CCDC191
2579,CCDC22
2580,CCDC24
2581,CCDC25
2582,CCDC28A
2583,CCDC28B
2584,CCDC3
2585,CCDC30
2586,CCDC34
2587,CCDC36
2588,CCDC39
2589,CCDC40
2590,CCDC43
2591,CCDC47
2592,CCDC50
2593,CCDC51
2594,CCDC53
2595,CCDC57
2596,CCDC58
2597,CCDC59
2598,CCDC6
2599,CCDC60
2600,CCDC61
2601,CCDC62
2602,CCDC64
2603,CCDC64B
2604,CCDC66
2605,CCDC68
2606,CCDC69
2607,CCDC7
2608,CCDC71
2609,CCDC7.1
2610,CCDC71L
2611,CCDC74A
2612,CCDC74B
2613,CCDC77
2614,CCDC78
2615,CCDC8
2616,CCDC80
2617,CCDC81
2618,CCDC82
2619,CCDC84
2620,CCDC85A
2621,CCDC85B
2622,CCDC85C
2623,CCDC86
2624,CCDC88A
2625,CCDC88B
2626,CCDC88C
2627,CCDC89
2628,CCDC9
2629,CCDC90B
2630,CCDC91
2631,CCDC92
2632,CCDC93
2633,CCDC94
2634,CCDC96
2635,CCDC97
2636,CCER2
2637,CCHCR1
2638,CCIN
2639,CCK
2640,CCL11
2641,CCL2
2642,CCL20
2643,CCL21
2644,CCL25
2645,CCL26
2646,CCL27
2647,CCL28
2648,CCL4
2649,CCL5
2650,CCL7
2651,CCL8
2652,CCM2
2653,CCM2L
2654,CCNA1
2655,CCNA2
2656,CCNB1
2657,CCNB1IP1
2658,CCNB2
2659,CCNB3
2660,CCNC
2661,CCND1
2662,CCND2
2663,CCND2-AS1
2664,CCND3
2665,CCNDBP1
2666,CCNE1
2667,CCNE2
2668,CCNF
2669,CCNG1
2670,CCNG2
2671,CCNH
2672,CCNI
2673,CCNJ
2674,CCNJL
2675,CCNK
2676,CCNL1
2677,CCNL2
2678,CCNO
2679,CCNT1
2680,CCNT2
2681,CCNT2-AS1
2682,CCNY
2683,CCNYL1
2684,CCP110
2685,CCPG1
2686,CCR1
2687,CCR10
2688,CCRL2
2689,CCS
2690,CCSAP
2691,CCSER2
2692,CCT2
2693,CCT3
2694,CCT4
2695,CCT5
2696,CCT6A
2697,CCT6B
2698,CCT7
2699,CCT8
2700,CCZ1
2701,CCZ1B
2702,CD101
2703,CD109
2704,CD14
2705,CD151
2706,CD160
2707,CD163L1
2708,CD164
2709,CD177
2710,CD180
2711,CD1D
2712,CD200
2713,CD22
2714,CD226
2715,CD24
2716,CD247
2717,CD248
2718,CD27
2719,CD274
2720,CD276
2721,CD2AP
2722,CD2BP2
2723,CD302
2724,CD320
2725,CD34
2726,CD36
2727,CD37
2728,CD38
2729,CD3D
2730,CD3EAP
2731,CD4
2732,CD40
2733,CD44
2734,CD46
2735,CD47
2736,CD55
2737,CD58
2738,CD59
2739,CD6
2740,CD63
2741,CD68
2742,CD69
2743,CD70
2744,CD72
2745,CD74
2746,CD79A
2747,CD79B
2748,CD81
2749,CD81-AS1
2750,CD82
2751,CD83
2752,CD9
2753,CD93
2754,CD96
2755,CD99
2756,CD99L2
2757,CDA
2758,CDADC1
2759,CDAN1
2760,CDC123
2761,CDC14A
2762,CDC14B
2763,CDC16
2764,CDC20
2765,CDC23
2766,CDC25A
2767,CDC25B
2768,CDC25C
2769,CDC26
2770,CDC27
2771,CDC34
2772,CDC37
2773,CDC37L1
2774,CDC37L1-AS1
2775,CDC40
2776,CDC42
2777,CDC42BPA
2778,CDC42BPB
2779,CDC42BPG
2780,CDC42EP1
2781,CDC42EP2
2782,CDC42EP3
2783,CDC42EP4
2784,CDC42EP5
2785,CDC42SE1
2786,CDC42SE2
2787,CDC45
2788,CDC5L
2789,CDC6
2790,CDC7
2791,CDC73
2792,CDCA2
2793,CDCA3
2794,CDCA4
2795,CDCA5
2796,CDCA7
2797,CDCA7L
2798,CDCA8
2799,CDCP1
2800,CDH1
2801,CDH10
2802,CDH11
2803,CDH13
2804,CDH15
2805,CDH19
2806,CDH2
2807,CDH20
2808,CDH22
2809,CDH23
2810,CDH24
2811,CDH3
2812,CDH4
2813,CDH5
2814,CDH6
2815,CDH7
2816,CDH8
2817,CDHR1
2818,CDHR3
2819,CDIP1
2820,CDIPT
2821,CDIPT-AS1
2822,CDK1
2823,CDK10
2824,CDK11A
2825,CDK11B
2826,CDK12
2827,CDK13
2828,CDK14
2829,CDK15
2830,CDK16
2831,CDK17
2832,CDK18
2833,CDK19
2834,CDK2
2835,CDK20
2836,CDK2AP1
2837,CDK2AP2
2838,CDK4
2839,CDK5
2840,CDK5R1
2841,CDK5R2
2842,CDK5RAP1
2843,CDK5RAP2
2844,CDK5RAP3
2845,CDK6
2846,CDK7
2847,CDK8
2848,CDK9
2849,CDKAL1
2850,CDKL1
2851,CDKL2
2852,CDKL3
2853,CDKL4
2854,CDKL5
2855,CDKN1A
2856,CDKN1B
2857,CDKN1C
2858,CDKN2A
2859,CDKN2AIP
2860,CDKN2AIPNL
2861,CDKN2B
2862,CDKN2B-AS1
2863,CDKN2C
2864,CDKN2D
2865,CDKN3
2866,CDNF
2867,CDO1
2868,CDON
2869,CDPF1
2870,CDR1
2871,CDR1-AS
2872,CDR2
2873,CDR2L
2874,CDRT1
2875,CDS1
2876,CDS2
2877,CDT1
2878,CDV3
2879,CDYL
2880,CDYL2
2881,CEACAM1
2882,CEACAM19
2883,CEBPA
2884,CEBPA-AS1
2885,CEBPB
2886,CEBPB-AS1
2887,CEBPD
2888,CEBPG
2889,CEBPZ
2890,CEBPZOS
2891,CECR1
2892,CECR2
2893,CECR5
2894,CECR5-AS1
2895,CECR6
2896,CECR7
2897,CEL
2898,CELF1
2899,CELF2
2900,CELF3
2901,CELF4
2902,CELF5
2903,CELSR1
2904,CELSR2
2905,CELSR3
2906,CELSR3-AS1
2907,CEMIP
2908,CEND1
2909,CENPA
2910,CENPB
2911,CENPBD1
2912,CENPC
2913,CENPE
2914,CENPF
2915,CENPH
2916,CENPI
2917,CENPJ
2918,CENPK
2919,CENPL
2920,CENPM
2921,CENPN
2922,CENPO
2923,CENPP
2924,CENPQ
2925,CENPT
2926,CENPU
2927,CENPV
2928,CENPW
2929,CEP104
2930,CEP112
2931,CEP120
2932,CEP126
2933,CEP128
2934,CEP131
2935,CEP135
2936,CEP152
2937,CEP162
2938,CEP164
2939,CEP170
2940,CEP170B
2941,CEP19
2942,CEP192
2943,CEP250
2944,CEP290
2945,CEP295
2946,CEP350
2947,CEP41
2948,CEP44
2949,CEP55
2950,CEP57
2951,CEP57L1
2952,CEP63
2953,CEP68
2954,CEP70
2955,CEP72
2956,CEP76
2957,CEP78
2958,CEP83
2959,CEP83-AS1
2960,CEP85
2961,CEP85L
2962,CEP89
2963,CEP95
2964,CEP97
2965,CEPT1
2966,CER1
2967,CERCAM
2968,CERK
2969,CERKL
2970,CERS1
2971,CERS2
2972,CERS4
2973,CERS5
2974,CERS6
2975,CES1
2976,CES2
2977,CES3
2978,CES4A
2979,CETN2
2980,CETN3
2981,CFAP126
2982,CFAP157
2983,CFAP161
2984,CFAP20
2985,CFAP206
2986,CFAP221
2987,CFAP36
2988,CFAP43
2989,CFAP44
2990,CFAP45
2991,CFAP46
2992,CFAP52
2993,CFAP53
2994,CFAP54
2995,CFAP58
2996,CFAP58-AS1
2997,CFAP61
2998,CFAP69
2999,CFAP70
3000,CFAP73
3001,CFAP77
3002,CFAP97
3003,CFD
3004,CFDP1
3005,CFH
3006,CFHR1
3007,CFI
3008,CFL1
3009,CFL2
3010,CFLAR
3011,CFLAR-AS1
3012,CFP
3013,CFTR
3014,CGGBP1
3015,CGN
3016,CGNL1
3017,CGREF1
3018,CGRRF1
3019,CH17-132F21.5
3020,CH17-140K24.2
3021,CH17-140K24.5
3022,CH17-174L20.1
3023,CH17-189H20.1
3024,CH17-264L24.1
3025,CH17-340M24.3
3026,CH17-353B19.1
3027,CH17-360D5.2
3028,CH17-373J23.1
3029,CH17-437K3.1
3030,CH17-80A12.1
3031,CH25H
3032,CH507-154B10.1
3033,CH507-154B10.2
3034,CH507-254M2.3
3035,CH507-338C24.1
3036,CH507-39O4.2
3037,CH507-9B2.3
3038,CH507-9B2.5
3039,CH507-9B2.9
3040,CHAC1
3041,CHAC2
3042,CHAD
3043,CHADL
3044,CHAF1A
3045,CHAF1B
3046,CHAMP1
3047,CHCHD1
3048,CHCHD10
3049,CHCHD2
3050,CHCHD3
3051,CHCHD4
3052,CHCHD5
3053,CHCHD6
3054,CHCHD7
3055,CHD1
3056,CHD1L
3057,CHD2
3058,CHD3
3059,CHD4
3060,CHD5
3061,CHD6
3062,CHD7
3063,CHD8
3064,CHD9
3065,CHDH
3066,CHEK1
3067,CHEK2
3068,CHERP
3069,CHFR
3070,CHGA
3071,CHGB
3072,CHI3L1
3073,CHI3L2
3074,CHIC1
3075,CHIC2
3076,CHID1
3077,CHIT1
3078,CHKA
3079,CHKB
3080,CHKB-AS1
3081,CHL1
3082,CHM
3083,CHML
3084,CHMP1A
3085,CHMP1B
3086,CHMP2A
3087,CHMP2B
3088,CHMP3
3089,CHMP4A
3090,CHMP4B
3091,CHMP4C
3092,CHMP5
3093,CHMP6
3094,CHMP7
3095,CHN1
3096,CHN2
3097,CHODL
3098,CHORDC1
3099,CHP1
3100,CHPF
3101,CHPF2
3102,CHPT1
3103,CHRAC1
3104,CHRD
3105,CHRDL1
3106,CHRFAM7A
3107,CHRM1
3108,CHRM3
3109,CHRM3-AS2
3110,CHRNA1
3111,CHRNA10
3112,CHRNA3
3113,CHRNA4
3114,CHRNA5
3115,CHRNA7
3116,CHRNA9
3117,CHRNB1
3118,CHRNB2
3119,CHRNE
3120,CHST1
3121,CHST10
3122,CHST11
3123,CHST12
3124,CHST13
3125,CHST14
3126,CHST15
3127,CHST2
3128,CHST3
